S1	12	I believe, but am not church-affiliated.
S1	13	I am Agnostic.
S1	14	I am Atheist.
S1	96	My religion is other.
S1	97	I have no religion.
P56N.A	1	I strongly prefer electronic payments over cash.
P56N.A	2	I prefer electronic payments over cash.
P56N.A	3	I prefer cash over electronic payments.
P56N.A	4	I strongly prefer cash over electronic payments.
S12	0	I don't have this data
S12	1	My parents had no studies
S12	2	My parents studied for 1 year
S12	3	My parents studied for 2 years
S12	4	My parents studied for 3 years
S12	5	My parents studied for 4 years
S12	6	My parents studied for 5 years
S12	7	My parents studied for 6 years
S12	8	My parents studied for 7 years
S12	9	My parents studied for 8 years
S12	10	My parents studied for 9 years
S12	11	My parents studied for 10 years
S12	12	My parents studied for 11 years
S12	13	My parents studied for 12 years
S12	14	My parents had incomplete university studies
S12	15	My parents completed university studies
S12	16	My parents had incomplete technical studies
S12	17	My parents completed technical studies
P54ST.B	1	I strongly believe in market economy for development.
P54ST.B	2	I believe in market economy for development.
P54ST.B	3	I don't believe in market economy for development.
P54ST.B	4	I strongly reject market economy for development.
S16	1	I am a citizen of this country.
S16	2	I am not a citizen.
P56N.D	1	I strongly prefer walking without cash.
P56N.D	2	I prefer walking without cash.
P56N.D	3	I disagree on walking without cash.
P56N.D	4	I strongly disagree on walking without cash.
P58ST	1	I was a victim of a crime
P58ST	2	A relative was a victim
P58ST	3	I and a relative were victims
P58ST	4	Neither I nor a relative was
S20.D	1	I have a mobile phone or smartphone.
S20.D	2	I don't have a mobile phone.
S20.A	1	I have a separate bedroom for parents and children.
S20.A	2	I don't have separate bedrooms for parents and children.
S3	1	I never went without food.
S3	2	I rarely went without food.
S3	3	I sometimes went without food.
S3	4	I often went without food.
S20.H	1	I have at least one meal a day.
S20.H	2	I don't have a meal daily.
S5	1	I can save after covering my needs
S5	2	I cover my needs without major issues
S5	3	I have problems covering my needs
S5	4	I have major problems covering needs
P60ST	1	I've seen a lot of progress in reducing corruption.
P60ST	2	I've seen some progress in reducing corruption.
P60ST	3	I've seen little progress in reducing corruption.
P60ST	4	I've seen no progress in reducing corruption.
P63ST	1	I think a coup is very likely
P63ST	2	I think a coup is likely
P63ST	3	I think a coup is a little likely
P63ST	4	I think a coup is not likely
REEDAD	1	I'm between 16 and 25 years old.
REEDAD	2	I'm between 26 and 40 years old.
REEDAD	3	I'm between 41 and 60 years old.
REEDAD	4	I'm 61 years old or older.
REEDUC.2	0	I don't have data on my parents' education
REEDUC.2	1	My parents are illiterate
REEDUC.2	2	My parents have incomplete basic education
REEDUC.2	3	My parents have complete basic education
REEDUC.2	4	My parents have incomplete secondary education
REEDUC.2	5	My parents have complete secondary education
REEDUC.2	6	My parents have incomplete university education
REEDUC.2	7	My parents have complete university education
P62ST.7	0	I think Pope Francis is very bad.
P62ST.7	1	I think Pope Francis is very bad.
P62ST.7	2	I think Pope Francis is bad.
P62ST.7	3	I think Pope Francis is bad.
P62ST.7	4	I'm neutral about Pope Francis.
P62ST.7	5	I'm neutral about Pope Francis.
P62ST.7	6	I'm neutral about Pope Francis.
P62ST.7	7	I think Pope Francis is good.
P62ST.7	8	I think Pope Francis is good.
P62ST.7	9	I think Pope Francis is very good.
P62ST.7	10	I think Pope Francis is very good.
P62N.14	0	I think Vladimir Putin is very bad.
P62N.14	1	I think Vladimir Putin is very bad.
P62N.14	2	I think Vladimir Putin is bad.
P62N.14	3	I think Vladimir Putin is bad.
P62N.14	4	I'm neutral about Vladimir Putin.
P62N.14	5	I'm neutral about Vladimir Putin.
P62N.14	6	I'm neutral about Vladimir Putin.
P62N.14	7	I think Vladimir Putin is good.
P62N.14	8	I think Vladimir Putin is good.
P62N.14	9	I think Vladimir Putin is very good.
P62N.14	10	I think Vladimir Putin is very good.
FAMPART	0	My family doesn't support any party
FAMPART	10	My family supports Green parties
FAMPART	20	My family supports Communist parties
FAMPART	30	My family supports Social Democratic parties
FAMPART	40	My family supports Liberal parties
FAMPART	50	My family supports Christian Democratic parties
FAMPART	60	My family supports Conservative parties
FAMPART	70	My family supports Nationalist parties
FAMPART	80	My family supports Agrarian parties
FAMPART	90	My family supports Ethnic and regional parties
FAMPART	95	My family supports parties with specific themes
FAMPART	98	My family supports electoral alliances
S11	1	I have not completed any studies.
S11	2	I completed 1 year of studies.
S11	3	I completed 2 years of studies.
S11	4	I completed 3 years of studies.
S11	5	I completed 4 years of studies.
S11	6	I completed 5 years of studies.
S11	7	I completed 6 years of studies.
S11	8	I completed 7 years of studies.
S11	9	I completed 8 years of studies.
S11	10	I completed 9 years of studies.
S11	11	I completed 10 years of studies.
S11	12	I completed 11 years of studies.
S11	13	I completed 12 years of studies.
S11	14	I have incomplete university studies.
S11	15	I have complete university studies.
S11	16	I have incomplete higher technical studies.
S11	17	I have complete higher technical studies.
